id,temperature,pressure,humidity,wind_speed,wind_direction,precipitation,snowing,cloudiness,terget,target
TEST_01563,7.644,1030.8,92.2,1.2,128.0,0.06,False,24.6,0,4.896067170202167
TEST_01564,16.804,1007.0,81.6,3.2,200.8,0.06,False,60.0,0,5.938739816047186
TEST_01565,13.5962,1009.6,68.4,5.4,237.2,0.12,False,38.0,0,8.142803797310757
TEST_01566,20.6834,1008.6,49.8,4.4,113.6,0.0,False,27.6,0,6.61537659403973
TEST_01567,7.742,1030.2,90.2,1.6,66.4,0.06,False,18.4,0,4.9473061051898
TEST_01568,17.348,1014.0,88.0,0.8,80.4,0.06,False,45.6,0,3.660343176099149
TEST_01569,11.936,1001.8,73.4,5.4,228.0,0.06,False,27.0,0,8.040029638057318
TEST_01570,24.638,1016.4,58.8,1.6,184.0,0.0,False,19.0,0,4.377305652414245
TEST_01571,26.45,1014.4,48.0,5.2,218.0,0.0,False,24.0,0,6.952677647727959
TEST_01572,17.2966,1028.8,64.8,2.6,162.8,0.0,False,25.2,0,5.578225209806799
TEST_01573,9.522,1007.4,86.8,1.8,154.0,0.12,False,57.6,0,5.530103147598444
TEST_01574,13.548,1009.8,81.0,2.6,276.8,0.12,False,38.0,0,6.148510144170831
TEST_01575,11.7,988.4,88.8,4.6,209.0,0.24,False,73.0,0,7.4712845284407
TEST_01576,6.352,1022.8,83.0,1.0,56.4,0.0,False,6.4,0,4.732009097972005
TEST_01577,19.848,1017.6,72.8,1.4,134.2,0.0,False,22.0,0,4.213124464055289
TEST_01578,24.2224,1011.8,66.0,4.2,127.4,0.24,False,33.2,0,6.043070880691154
TEST_01579,14.568,1007.0,83.0,2.4,76.0,0.18,False,54.0,0,5.26548982343424
TEST_01580,30.244,1014.4,56.8,5.0,220.0,0.06,False,27.0,0,6.292545102113403
TEST_01581,11.862,1022.6,86.6,2.2,138.2,0.06,False,42.0,0,5.365871910424287
TEST_01582,17.408,1008.0,81.0,5.6,153.0,0.72,False,53.4,0,7.974247546919436
TEST_01583,25.3212,1033.6,63.6,2.4,200.6,0.0,False,0.0,0,4.684775193589362
TEST_01584,15.098,1021.4,68.8,1.6,76.0,0.0,False,38.0,0,4.79009066040453
TEST_01585,12.3065,1011.2,81.2,5.0,238.4,0.54,False,59.4,0,8.242267833843183
TEST_01586,16.48133125,1023.4,71.8,2.6,96.6,0.3,False,46.6,0,5.660947636258327
TEST_01587,9.432,1022.8,82.0,0.8,98.0,0.0,False,15.0,0,4.498067929563383
TEST_01588,14.366,1019.0,73.4,1.0,211.6,0.0,False,23.0,0,4.787246625745973
TEST_01589,14.002,1013.0,73.2,4.8,249.4,0.0,False,57.0,0,7.580753722016262
TEST_01590,12.646,1018.6,66.2,6.0,320.0,0.24,False,43.0,0,9.140580558819305
TEST_01591,30.864,1014.4,53.4,3.0,210.0,0.0,False,19.0,0,4.879767622178434
TEST_01592,21.01,1017.0,41.6,1.8,218.0,0.0,False,15.0,0,5.4279205420677465
TEST_01593,18.552,1027.0,55.4,2.0,222.8,0.0,False,4.0,0,5.428649226213582
TEST_01594,10.062,1002.8,75.6,4.2,184.0,0.24,False,34.0,0,7.463093548823742
TEST_01595,5.302,1032.8,94.4,0.8,84.0,0.0,False,48.2,0,4.694179151058407
TEST_01596,10.668,1023.0,74.6,0.8,126.0,0.0,False,37.4,0,4.7564062552745074
TEST_01597,19.789,1015.6,70.2,1.4,204.6,0.0,False,2.4,0,4.459234172599447
TEST_01598,21.418,1014.4,74.4,1.2,153.0,0.06,False,33.4,0,4.062585199185523
TEST_01599,11.48,1020.6,58.4,8.0,288.0,0.06,False,27.0,0,10.379798870501935
TEST_01600,27.014,1013.0,56.4,4.2,207.4,0.06,False,19.0,0,6.035531606829386
TEST_01601,14.866,1032.2,53.8,2.2,81.4,0.0,False,4.0,0,5.465000434188861
TEST_01602,8.902,1023.8,62.0,3.4,141.4,0.06,False,8.0,0,6.949368052011717
TEST_01603,11.215,996.8,82.6,1.2,194.8,0.0,False,16.0,0,4.915154366290296
TEST_01604,12.014,997.6,80.0,3.0,182.0,0.12,False,52.4,0,6.3079066912569965
TEST_01605,14.414,1011.2,73.8,4.8,222.0,0.18,False,46.0,0,7.574421106723887
TEST_01606,18.768,1022.4,83.8,0.8,150.4,0.06,False,24.0,0,3.7854851282859556
TEST_01607,14.81506875,1019.2,66.8,3.0,207.0,0.06,False,5.2,0,6.184612525725034
TEST_01608,10.97,1032.8,83.8,2.8,240.0,0.0,False,26.2,0,6.157348067159921
TEST_01609,14.0,1025.8,78.8,1.0,150.0,0.0,False,8.0,0,4.399673417448497
TEST_01610,18.8058,992.2,85.8,2.6,161.6,0.9,False,72.0,0,6.063631064120413
TEST_01611,28.5474,1032.0,45.6,2.4,156.6,0.0,False,4.8,0,4.6741358795949735
TEST_01612,8.7372,1005.2,88.4,1.0,206.4,0.0,False,40.0,0,5.0346425380336735
TEST_01613,29.478,1014.6,36.6,4.0,226.0,0.0,False,32.0,0,6.215657743528129
TEST_01614,12.287,983.6,95.8,4.2,122.2,0.48,False,75.2,0,6.928301549781025
TEST_01615,26.924,1013.6,62.6,3.4,216.0,0.0,False,19.0,0,5.331358878832515
TEST_01616,14.462,1002.8,59.6,8.4,232.0,0.0,False,35.0,0,10.066522224277286
TEST_01617,10.798,1021.8,91.4,1.2,188.0,0.0,False,36.6,0,4.794764953315676
TEST_01618,22.086,1021.2,61.4,2.2,162.0,0.0,False,4.0,0,4.820371739698679
TEST_01619,27.566,1015.4,42.0,2.8,134.0,0.0,False,8.0,0,5.0585633307843185
TEST_01620,25.9624,1026.2,60.6,1.2,125.8,0.06,False,40.8,0,3.8808469052371186
TEST_01621,30.628,1017.0,51.0,3.8,194.0,0.06,False,23.0,0,5.5100988860734015
TEST_01622,27.148,1013.0,57.4,3.6,190.0,0.0,False,31.0,0,5.527490233281997
TEST_01623,22.574,1009.4,52.8,3.0,163.8,0.06,False,26.4,0,5.676973562335502
TEST_01624,8.338,1023.4,63.4,2.2,194.0,0.06,False,27.0,0,6.462416223251011
TEST_01625,29.294,1011.4,56.4,3.8,190.0,0.06,False,19.0,0,5.47763221153375
TEST_01626,14.658,998.2,59.8,3.2,144.0,0.0,False,28.0,0,6.311064863342867
TEST_01627,16.8638,1016.6,59.6,3.2,133.4,0.0,False,21.0,0,6.021425643825006
TEST_01628,12.602,992.0,76.4,4.6,198.0,0.24,False,39.0,0,7.513164326014708
TEST_01629,14.826,1027.4,74.8,5.0,38.6,0.0,False,23.0,0,6.675984999442914
TEST_01630,15.652,1020.4,55.0,1.6,186.0,0.06,False,19.0,0,5.4722266439737774
TEST_01631,13.508,1013.2,89.8,0.6,243.4,0.0,False,8.0,0,4.247856429435068
TEST_01632,16.032,1011.8,88.6,1.2,285.2,0.06,False,26.4,0,4.704059273294638
TEST_01633,13.6344,1019.4,74.0,2.8,241.8,0.6,False,18.2,0,6.764639874483928
TEST_01634,17.8453375,1015.2,70.6,2.6,209.0,0.54,False,49.6,0,6.235477132625035
TEST_01635,15.464,1013.6,70.4,2.2,122.4,0.18,False,52.0,0,5.526291309079166
TEST_01636,18.08,1024.4,67.6,0.8,143.2,0.0,False,12.0,0,4.128832896259127
TEST_01637,25.138,1015.4,46.0,2.8,152.8,0.06,False,23.0,0,5.403083486995319
TEST_01638,20.606,1021.8,67.4,1.2,139.2,0.06,False,15.0,0,4.197949618845378
TEST_01639,3.5356,1019.2,83.8,1.8,198.4,0.0,False,0.8,0,6.0139586431199925
TEST_01640,5.586325,1020.0,90.4,1.6,253.6,0.24,False,27.2,0,6.078584567131528
TEST_01641,20.908,1016.0,76.4,1.4,158.0,0.0,False,0.0,0,4.005838340524583
TEST_01642,25.444,1013.4,57.8,4.6,208.0,0.0,False,16.0,0,6.345075655167628
TEST_01643,11.684,1019.2,83.2,2.6,225.2,0.06,False,38.0,0,6.030703979284468
TEST_01644,28.0949,1002.8,47.4,2.2,88.2,0.0,False,0.0,0,4.275529817496451
TEST_01645,11.526,1013.2,86.2,1.6,250.0,0.12,False,38.0,0,5.475809420928335
TEST_01646,8.168,1022.0,81.6,1.8,216.0,0.0,False,0.0,0,5.654330040112987
TEST_01647,13.67,1025.4,78.2,4.2,150.0,0.06,False,37.4,0,6.718902275552233
TEST_01648,11.4785,1024.8,69.6,1.6,121.4,0.18,False,49.6,0,5.553095429178979
TEST_01649,9.2,996.6,85.2,4.0,104.0,0.36,False,74.0,0,7.184762400691674
TEST_01650,10.3145375,1011.8,70.6,2.6,205.4,0.0,False,26.4,0,6.307767009945071
TEST_01651,22.532,1017.2,55.2,4.0,136.0,0.0,False,19.0,0,6.072125341327345
TEST_01652,19.984,1012.6,70.0,4.2,206.0,0.18,False,38.0,0,6.616799191411773
TEST_01653,20.342,1025.8,74.4,2.0,118.8,0.0,False,41.0,0,4.535402607793959
TEST_01654,2.602,1029.0,94.4,0.8,200.0,0.0,False,0.0,0,5.190875319668768
TEST_01655,12.492,1020.4,55.8,2.6,200.0,0.0,False,8.0,0,6.365885073668328
TEST_01656,12.22700625,1027.6,76.8,1.4,217.8,0.06,False,20.0,0,5.25604593617296
TEST_01657,25.0014,1006.6,54.6,2.0,222.4,0.0,False,1.6,0,4.773884138441785
TEST_01658,15.202,1008.6,83.0,2.2,94.4,0.0,False,9.6,0,4.753130207837282
TEST_01659,26.226,1021.0,64.6,1.8,180.0,0.0,False,16.0,0,4.168280795290691
TEST_01660,26.988,1019.4,67.4,3.0,206.0,0.0,False,23.0,0,4.922283847346412
TEST_01661,19.496,1021.0,76.0,1.6,138.8,0.0,False,10.4,0,4.265377246717
TEST_01662,28.566,1013.6,53.8,4.6,138.0,0.18,False,31.0,0,6.1322568055470335
TEST_01663,20.632,1018.4,76.8,1.8,91.2,0.06,False,18.4,0,4.1844130772971475
TEST_01664,29.016,1019.0,60.2,3.8,186.0,0.06,False,27.0,0,5.428065015058859
TEST_01665,26.3474,1000.8,49.4,2.6,257.6,0.0,False,8.0,0,5.313494565174826
TEST_01666,20.8218,1032.8,77.6,0.8,214.2,0.0,False,20.8,0,3.88573809304839
TEST_01667,7.10373125,1021.8,87.4,1.8,146.2,0.3,False,35.6,0,5.840075168166419
TEST_01668,12.424,1022.8,73.6,3.6,216.0,0.0,False,15.0,0,6.654733458206905
TEST_01669,9.4426,1012.2,79.8,1.4,110.6,0.06,False,55.4,0,5.224783089453824
TEST_01670,15.564,1015.8,69.0,3.4,204.0,0.06,False,46.0,0,6.471909530765931
TEST_01671,2.716,1030.8,83.0,0.6,132.0,0.0,False,9.6,0,5.13433383155448
TEST_01672,14.26,1017.4,81.8,1.0,179.0,0.0,False,28.8,0,4.488886480569448
TEST_01673,17.035,1005.4,88.6,1.0,92.0,0.0,False,28.0,0,3.7095347710022146
TEST_01674,11.85153125,1005.6,88.2,1.8,224.2,0.06,False,29.0,0,5.323682124420466
TEST_01675,28.856,1012.8,48.6,4.0,162.0,0.0,False,24.0,0,5.706018643701468
TEST_01676,13.24,994.6,83.8,4.2,308.8,0.06,False,20.0,0,7.123478794254115
TEST_01677,7.048,1027.6,96.2,1.0,152.0,0.0,False,18.0,0,4.718592174224741
TEST_01678,24.864,1018.4,65.4,2.0,163.2,0.0,False,8.0,0,4.32322942899642
TEST_01679,27.9214,1023.6,52.2,1.6,150.6,0.18,False,21.6,0,4.295416875267277
TEST_01680,11.266,1014.0,82.8,2.0,188.6,0.0,False,60.0,0,5.587538393180426
TEST_01681,9.614,1012.2,77.8,3.2,161.6,0.18,False,35.0,0,6.659775408351893
TEST_01682,15.378,1024.4,75.4,1.4,170.8,0.0,False,16.8,0,4.717642566709552
TEST_01683,7.052,1023.4,94.6,1.2,154.8,0.0,False,18.0,0,4.899338661933687
TEST_01684,20.094,1014.0,66.6,2.2,116.0,0.0,False,32.6,0,4.845143188874707
TEST_01685,12.13593125,998.8,83.0,5.4,253.0,0.24,False,71.2,0,8.247559775790762
TEST_01686,15.008,1032.6,72.2,2.8,78.0,0.0,False,15.0,0,5.403101790647186
TEST_01687,12.594,1014.0,89.8,1.2,107.0,0.12,False,71.8,0,4.636036419881258
TEST_01688,21.454,1016.8,73.0,2.0,132.8,0.6,False,19.0,0,5.072767235097557
TEST_01689,12.502,1015.2,98.6,1.0,66.6,0.3,False,67.0,0,4.3203395662002775
TEST_01690,33.17,1016.2,45.0,2.6,216.0,0.0,False,4.0,0,4.556348134982172
TEST_01691,14.866,1016.2,73.0,6.6,250.0,0.0,False,45.0,0,8.619022505427022
TEST_01692,21.204,1014.8,80.2,1.0,163.4,0.0,False,12.0,0,3.6880661437298783
TEST_01693,17.91,1019.8,78.8,0.8,196.8,0.0,False,15.0,0,4.066848659024272
TEST_01694,11.04566875,1029.0,63.8,2.2,178.4,0.0,False,0.0,0,5.937637440110949
TEST_01695,12.502,1019.0,65.0,6.0,328.6,0.3,False,41.4,0,9.276426409347668
TEST_01696,23.132,1018.8,73.4,0.4,195.4,0.0,False,19.0,0,3.419552605494117
TEST_01697,13.318,1014.2,83.8,1.8,191.8,0.24,False,57.4,0,5.484515450609979
TEST_01698,27.2114,1021.2,58.0,1.2,135.8,0.0,False,7.4,0,3.649035158282205
TEST_01699,13.222,1016.0,79.4,0.6,96.0,0.0,False,12.0,0,4.024756666713984
TEST_01700,20.01,1015.8,88.2,1.4,182.8,0.0,False,16.0,0,3.9534091052076885
TEST_01701,20.274,1016.2,61.2,0.8,86.0,0.0,False,15.0,0,3.8716770756940972
TEST_01702,10.482,1004.8,91.0,3.6,127.2,0.78,False,85.8,0,7.238576295638168
TEST_01703,21.54,1016.8,54.4,1.6,192.0,0.0,False,34.0,0,4.900899898915551
TEST_01704,9.23,1018.6,65.6,2.6,136.8,0.0,False,8.0,0,6.220761089407983
TEST_01705,27.656,1022.8,43.8,2.8,122.0,0.0,False,34.0,0,5.068973459600203
TEST_01706,22.776,1024.6,62.8,1.0,175.0,0.0,False,22.0,0,4.056294503429584
TEST_01707,17.302,1008.2,64.0,4.2,288.0,0.06,False,24.0,0,7.154031966649845
TEST_01708,7.72,1029.8,86.2,2.8,154.0,0.0,False,25.2,0,6.113444561331118
TEST_01709,9.562,1019.8,89.2,2.2,181.6,0.12,False,49.0,0,5.788831426507711
TEST_01710,20.138,1016.8,73.2,1.2,216.2,0.0,False,15.0,0,4.311609257838956
TEST_01711,9.446,1016.6,85.4,1.8,158.6,0.24,False,32.0,0,5.614446202988883
TEST_01712,17.04,1015.4,70.2,2.8,230.0,0.06,False,27.0,0,5.913818402319597
TEST_01713,1.848,1029.2,91.2,1.6,153.4,0.0,False,0.0,0,5.701171383790004
TEST_01714,32.13,1020.0,47.4,2.0,102.0,0.0,False,19.0,0,3.8605344889233604
TEST_01715,24.256,1013.4,66.2,2.4,173.8,0.0,False,21.6,0,4.721034756119396
TEST_01716,18.9793,1020.4,58.8,3.0,211.6,0.0,False,25.0,0,5.995309628713376
TEST_01717,20.426,1010.8,66.8,5.2,134.0,0.18,False,49.0,0,7.087996710094995
TEST_01718,21.702,1014.6,53.4,1.8,96.0,0.0,False,16.0,0,4.615243862801453
TEST_01719,9.898,1021.8,83.6,2.0,237.6,0.0,False,18.0,0,5.709341903467639
TEST_01720,22.406,1016.2,78.0,2.6,222.0,0.06,False,19.0,0,4.969206619615255
TEST_01721,26.104,1015.8,54.4,1.6,96.0,0.0,False,12.0,0,3.989885694672612
TEST_01722,19.094,1001.8,76.4,1.6,174.0,0.0,False,24.8,0,4.484832634118385
TEST_01723,15.584,1012.2,47.0,1.8,195.0,0.0,False,19.0,0,5.781049152708296
TEST_01724,8.394,997.6,92.2,3.2,104.0,0.36,False,81.0,0,6.59770651467871
TEST_01725,13.932,1011.8,89.6,1.2,160.4,0.0,False,57.8,0,4.507178366368916
TEST_01726,16.74,1013.6,78.2,2.6,230.2,0.06,False,19.0,0,5.576815946950958
TEST_01727,25.896,1016.0,65.6,1.4,198.0,0.0,False,1.6,0,3.921385674988602
TEST_01728,29.07,1014.8,55.0,3.2,210.0,0.18,False,31.0,0,5.4011422803167175
TEST_01729,14.104,1008.6,81.6,2.0,148.0,0.18,False,29.6,0,5.248126290145613
TEST_01730,12.2616,1003.4,93.8,2.6,219.4,0.84,False,60.2,0,6.626816062574837
TEST_01731,10.094,1016.0,66.4,2.2,132.2,0.0,False,45.0,0,5.990159220183508
TEST_01732,17.825,1016.0,78.6,5.0,101.0,0.0,False,63.8,0,6.668379000516898
TEST_01733,23.196,1019.8,63.0,0.6,147.0,0.0,False,8.0,0,3.5872158637467613
TEST_01734,27.788,1015.2,48.4,3.4,108.0,0.0,False,31.0,0,5.264108275068825
TEST_01735,13.182,1009.4,73.8,3.8,204.0,0.24,False,50.0,0,7.068156194069256
TEST_01736,26.936,1016.6,72.8,1.4,70.0,0.0,False,35.0,0,3.3051863847326794
TEST_01737,27.194,1020.0,44.6,2.8,238.0,0.0,False,8.0,0,5.408281536999263
TEST_01738,15.358,1010.8,72.8,3.8,94.0,0.6,False,46.0,0,6.847837391749081
TEST_01739,16.32246875,1004.4,74.6,2.6,227.4,0.12,False,54.6,0,5.917193703663369
TEST_01740,18.616,1023.8,78.0,1.0,144.0,0.0,False,38.2,0,4.050414349473224
TEST_01741,7.3073,995.6,91.6,2.8,219.6,0.54,False,73.6,0,7.051130577722263
TEST_01742,20.782,1020.6,76.2,1.0,152.6,0.0,False,12.0,0,3.7947291998951234
TEST_01743,15.478,1025.4,57.0,2.0,198.0,0.0,False,34.0,0,5.739936960399888
TEST_01744,33.456,1014.2,37.8,2.6,146.0,0.0,False,4.0,0,4.4568986165281474
TEST_01745,8.1473,1016.8,79.0,2.0,217.2,0.06,False,31.6,0,6.0560487945928205
TEST_01746,9.756,1015.2,62.8,2.0,104.0,0.06,False,19.0,0,5.841036613881483
TEST_01747,27.048,1019.8,51.2,1.8,182.0,0.0,False,15.0,0,4.4299842316199705
TEST_01748,17.05046875,996.2,66.6,4.0,263.6,0.06,False,74.0,0,7.1047557511988915
TEST_01749,18.234,1009.0,66.2,4.8,184.0,0.36,False,55.0,0,7.473056260225275
TEST_01750,24.212,1016.4,43.8,2.8,162.0,0.0,False,12.0,0,5.4761348734894995
TEST_01751,24.186,1015.4,57.4,1.0,162.8,0.06,False,20.0,0,4.062474540459423
TEST_01752,14.553,1000.6,88.6,0.6,216.6,0.0,False,45.6,0,4.231679356713772
TEST_01753,24.222,1014.0,60.4,1.0,148.0,0.06,False,26.4,0,3.9550387569339254
TEST_01754,11.346,1023.0,62.6,3.0,195.6,0.0,False,1.6,0,6.526801103615733
TEST_01755,13.89,1013.0,83.8,3.8,224.0,0.12,False,57.0,0,6.709813217568303
TEST_01756,25.122,1013.4,69.8,2.6,134.0,0.12,False,26.0,0,4.675125673504367
TEST_01757,18.666,1020.4,68.2,0.8,82.8,0.0,False,23.0,0,3.879865190470542
TEST_01758,9.328,1020.6,79.4,1.8,146.0,0.0,False,15.0,0,5.399971952223548
TEST_01759,21.526,1010.6,69.8,3.0,144.0,0.24,False,50.0,0,5.5739346506606156
TEST_01760,28.64,1010.0,47.0,4.8,188.0,0.0,False,12.0,0,6.3333720553983595
TEST_01761,11.682,1008.6,69.6,6.6,246.0,0.06,False,57.0,0,9.13531845513724
TEST_01762,17.224,1007.4,76.8,8.4,258.0,0.12,False,67.0,0,9.702422518448309
TEST_01763,14.3337,1030.4,79.2,1.6,163.8,0.0,False,27.8,0,4.878647627176955
TEST_01764,8.04,1026.6,89.0,1.6,233.6,0.0,False,8.0,0,5.445573684145594
TEST_01765,5.258,1034.2,87.0,2.2,146.0,0.0,False,0.0,0,5.821149823517265
TEST_01766,21.278,1020.6,40.4,3.4,174.0,0.0,False,8.0,0,6.282012899642324
TEST_01767,23.536,1012.4,59.0,2.8,108.0,0.18,False,27.0,0,5.220417311068135
TEST_01768,29.096,1017.0,57.6,2.2,176.0,0.0,False,27.0,0,4.344044753715163
TEST_01769,9.812,1015.6,88.4,2.8,228.0,0.06,False,21.4,0,6.1604926648537255
TEST_01770,14.321,1012.0,75.0,2.0,63.0,0.24,False,43.8,0,5.211403593235405
TEST_01771,18.794,1014.0,48.6,3.2,188.0,0.0,False,23.0,0,6.311425886845714
TEST_01772,32.452,1014.6,48.8,4.6,204.0,0.0,False,15.0,0,5.835842091410102
TEST_01773,14.232,1017.8,66.0,3.6,206.0,0.0,False,23.0,0,6.6606335343641465
TEST_01774,17.894,1005.0,54.8,6.6,244.0,0.0,False,23.4,0,8.660925209665912
TEST_01775,10.35,999.2,81.0,5.0,258.0,0.18,False,38.0,0,8.035275073564081
TEST_01776,22.784,1019.0,76.8,0.8,194.4,0.06,False,19.0,0,3.690464256553365
TEST_01777,10.922,1029.6,50.0,2.6,102.0,0.06,False,19.0,0,6.4318669084420526
TEST_01778,4.554,1009.4,59.0,1.8,89.4,0.0,False,12.0,0,6.195236569904918
TEST_01779,19.952,985.2,88.4,3.0,189.6,0.3,False,58.4,0,5.526088838689928
TEST_01780,10.42,1020.4,84.0,1.4,130.0,0.0,False,19.0,0,4.86839820127094
TEST_01781,13.232,1020.2,69.2,1.8,178.2,0.0,False,19.0,0,5.393417639640231
TEST_01782,8.834,1033.6,83.6,2.0,51.6,0.0,False,15.0,0,5.130245118064646
TEST_01783,15.466,1018.2,82.8,1.0,152.4,0.0,False,23.6,0,4.220651634237321
TEST_01784,32.149,1026.2,44.8,2.8,201.0,0.0,False,32.8,0,4.863214180666299
TEST_01785,18.692,1016.0,63.8,2.2,264.0,0.18,False,41.0,0,5.831655964182232
TEST_01786,29.472,1014.4,42.2,2.6,162.0,0.0,False,24.0,0,4.896351686991197
TEST_01787,17.65826875,1022.6,51.6,2.2,169.6,0.0,False,7.6,0,5.56970498162502
TEST_01788,17.26,1015.0,82.6,2.0,270.0,0.0,False,38.8,0,5.182687474259058
TEST_01789,5.572,1029.4,89.0,2.2,126.0,0.0,False,19.0,0,5.744782042324314
TEST_01790,27.446,1020.8,35.6,4.6,70.0,0.0,False,12.0,0,6.189374670662773
TEST_01791,10.486,1021.4,78.2,2.0,148.0,0.0,False,30.0,0,5.511950927845822
TEST_01792,28.764,1012.0,48.6,3.8,72.0,0.0,False,31.0,0,5.287762083021811
TEST_01793,9.124,1021.8,84.6,1.8,194.0,0.06,False,23.0,0,5.561644778132983
TEST_01794,20.852,1020.0,47.6,2.4,132.0,0.0,False,19.0,0,5.384857567442417
TEST_01795,14.236,1014.8,74.4,4.6,238.0,0.0,False,59.0,0,7.362899081043696
TEST_01796,3.558,1031.8,92.8,0.6,64.0,0.0,False,32.6,0,4.646260392638349
TEST_01797,8.842,998.8,76.2,4.4,188.6,0.06,False,42.6,0,7.558846069334955
TEST_01798,23.65,1013.0,69.4,2.6,153.2,0.0,False,30.2,0,4.792739352061991
TEST_01799,29.4878,1021.0,50.8,1.0,216.6,0.0,False,13.6,0,3.7889606922251855
TEST_01800,7.2556,1029.6,84.2,1.4,203.0,0.0,False,1.6,0,5.381080023738077
TEST_01801,15.622,1017.6,56.8,5.2,272.0,0.06,False,27.0,0,8.115994427271959
TEST_01802,9.812,1022.8,93.4,1.2,115.4,0.06,False,63.0,0,4.757889911835642
TEST_01803,12.84,1017.8,62.4,2.6,208.0,0.0,False,27.0,0,6.26998480689627
TEST_01804,20.288,1011.0,83.6,2.6,133.6,0.36,False,75.0,0,5.286627110829055
TEST_01805,16.55,1015.0,91.2,1.8,168.2,0.0,False,34.0,0,4.515236075079505
TEST_01806,27.378,1016.0,63.0,1.4,87.0,0.36,False,20.0,0,3.9039983711873574
TEST_01807,32.3498,1032.2,37.2,2.6,147.8,0.0,False,0.0,0,4.575942737882958
TEST_01808,14.008,1012.4,86.0,1.2,189.2,0.0,False,35.0,0,4.600374951518695
TEST_01809,20.194,1021.2,65.2,1.2,106.0,0.06,False,23.2,0,4.210494355098729
TEST_01810,25.942,1014.2,65.2,2.2,96.0,0.0,False,26.0,0,4.178883712858804
TEST_01811,9.19,1026.4,89.6,1.8,144.0,0.0,False,19.0,0,5.162509501250476
TEST_01812,23.232,1019.2,69.6,1.2,175.4,0.0,False,15.0,0,3.937215692165102
TEST_01813,8.574,1025.6,67.6,2.2,120.0,0.06,False,19.0,0,6.027971599614535
TEST_01814,22.628,1019.0,67.0,1.4,81.2,0.0,False,4.0,0,3.8073449224922653
TEST_01815,8.468,1031.6,87.2,1.4,196.0,0.0,False,4.0,0,5.164166799655415
TEST_01816,19.568,1016.6,71.8,1.8,164.0,0.06,False,49.4,0,4.8168953792024904
TEST_01817,7.902,1029.8,81.2,3.0,96.0,0.0,False,17.6,0,6.110051293255701
TEST_01818,12.2364625,1029.4,61.0,2.6,97.6,0.0,False,16.0,0,5.920509509320854
TEST_01819,5.894,1024.4,74.2,1.8,112.0,0.0,False,23.0,0,5.796562633759075
TEST_01820,6.572,1000.8,91.2,2.0,196.0,0.48,False,56.0,0,6.391390281846708
TEST_01821,27.296,1012.2,51.6,5.2,208.0,0.0,False,23.0,0,6.73285924572932
TEST_01822,14.484,1007.2,82.4,2.6,157.2,0.06,False,18.0,0,5.431763761407426
TEST_01823,25.738,1017.8,63.6,2.0,136.0,0.06,False,30.0,0,4.338817007212348
TEST_01824,12.17,1020.6,90.0,2.0,160.0,0.0,False,0.0,0,4.953910947862936
TEST_01825,16.8,1015.2,85.4,1.6,142.0,0.0,False,23.0,0,4.366558368803144
TEST_01826,10.838,1026.6,87.4,0.6,170.0,0.0,False,15.0,0,4.346790547545414
TEST_01827,10.224,1013.0,75.8,2.4,230.8,0.0,False,19.0,0,6.115071516923293
TEST_01828,29.384,1014.6,47.2,4.6,206.0,0.0,False,20.0,0,6.2207704759187195
TEST_01829,23.046,1014.2,70.8,1.4,188.0,0.0,False,15.0,0,4.101405944739138
TEST_01830,13.96,1011.4,81.8,2.4,99.6,0.0,False,35.0,0,5.167413271070547
TEST_01831,32.352,1017.6,43.8,3.4,156.0,0.0,False,12.0,0,5.006947539579935
TEST_01832,23.398,1016.2,43.6,7.8,280.0,0.18,False,31.0,0,9.52188843552965
TEST_01833,10.366,1010.2,79.6,2.4,192.0,0.18,False,19.0,0,6.0593675608040325
TEST_01834,12.532,1014.6,83.0,2.0,154.0,0.18,False,30.2,0,5.398381517760236
TEST_01835,18.3,1015.8,72.8,1.2,102.0,0.06,False,31.0,0,4.228915079176068
TEST_01836,8.846,1014.8,95.8,1.4,170.0,0.06,False,37.4,0,5.016576780675842
TEST_01837,7.006,1034.0,85.0,2.2,190.4,0.0,False,8.0,0,5.887550446011915
TEST_01838,9.178,1016.6,90.0,1.2,148.8,0.06,False,45.2,0,4.956703379623395
TEST_01839,27.586,1015.2,51.4,1.6,168.4,0.06,False,31.0,0,4.323051058595153
TEST_01840,21.654,1006.4,61.2,4.2,126.0,0.0,False,20.0,0,6.106583813625934
TEST_01841,31.6888,1022.0,42.6,2.8,173.4,0.0,False,30.4,0,4.856470027907078
TEST_01842,12.194,1013.2,89.6,1.2,106.0,0.12,False,75.0,0,4.692128463756559
TEST_01843,26.442,1019.8,46.2,3.4,130.0,0.18,False,37.0,0,5.7614539545799754
TEST_01844,13.08926875,1008.8,87.4,1.2,168.0,0.06,False,44.8,0,4.688927780191266
TEST_01845,13.3728,1029.2,67.8,1.4,157.0,0.06,False,2.0,0,5.072016685303604
TEST_01846,14.046,1019.6,69.4,2.2,144.0,0.0,False,11.2,0,5.40750234621701
TEST_01847,6.404,1022.8,83.6,2.4,197.0,0.0,False,8.0,0,6.139279168273495
TEST_01848,14.942,1001.8,82.8,2.4,143.2,0.12,False,30.4,0,5.311340351726817
TEST_01849,23.756,1020.4,28.6,5.2,144.0,0.0,False,0.0,0,7.356914012145664
TEST_01850,7.886,1018.6,89.6,1.8,188.0,0.0,False,27.0,0,5.490175435395102
